"","inf.cap","access.beta","operating.cost","dist.to.wrk","val.of.access","tr.times","policy","core.hh","inner.hh","outer.hh","beyond.hh","env.area.hh","high.access.hh","cost.burdened.hh","median.hh.price"
"1",0.2535910448879,0.868079745317809,0.933845018567517,0.135029784372309,0.851814659719588,1,"baseline",879398,2382723,576844,1845768,348619,312565,1165224,712
"2",0.180666557763238,0.0196185861653648,0.404448763228487,0.711806599612581,0.147870606883429,1,"baseline",863113,2376610,599544,1863456,352618,302696,1177128,718
"3",0.819352131931111,0.311121898651123,0.893990613096161,0.94193572971574,0.234939029850531,0,"baseline",819621,2375723,625927,1916087,365344,289480,1175157,681
"4",0.2303882153132,0.00803262790781446,0.700396214288892,0.764958923527505,0.407522330810083,0,"baseline",838328,2339845,625070,1914252,360374,295140,1183109,706
"5",0.351505596571369,0.381752790449653,0.757451706958236,0.715764616576023,0.392562582415761,1,"baseline",864688,2388498,597721,1857126,353749,305167,1173445,714
"6",0.743340490213362,0.182697492228821,0.81053955330071,0.56487891858723,0.220075655993307,0,"baseline",822749,2389793,611312,1898434,363440,289926,1174830,701
"7",0.74502532318118,0.78720694839349,0.251633805076359,0.268906062740367,0.0804958958087955,1,"baseline",851449,2423486,576232,1839522,353351,300833,1154671,718
"8",0.620019743031589,0.391619844788453,0.374568540341221,0.999151367743965,0.447051492011175,1,"baseline",854302,2391037,607298,1869484,358621,301405,1176239,719
"9",0.491244874295779,0.0657893108394928,0.219173625290161,0.00796941964305006,0.518491235287394,0,"baseline",823313,2402371,594007,1886174,357579,290020,1168935,713
"10",0.32883438797947,0.566056099698879,0.840084199885372,0.170932648471091,0.660958229623735,0,"baseline",831401,2386723,598964,1891668,356775,293622,1173420,712
"11",0.0474004591845442,0.65321773068374,0.965748647225788,0.820654516799143,0.488520452808356,0,"baseline",837275,2325494,627718,1923371,358931,294548,1185362,708
"12",0.52152006751881,0.413167008537566,0.876540531192441,0.681377766134683,0.982878823065432,0,"baseline",844159,2365333,619035,1899080,362431,300016,1184083,716
"13",0.490300158853177,0.37835370370117,0.196463118393207,0.29554933980573,0.649478740701219,1,"baseline",874144,2402378,577950,1837464,350592,310202,1165858,719
"14",0.525970993318362,0.743637045002542,0.507943196493201,0.446520417002263,0.370831536641112,0,"baseline",823667,2382401,608785,1900315,361380,290707,1171442,706
"15",0.845175701659173,0.432828263339587,0.81362406208925,0.312774401322938,0.542766679633409,0,"baseline",824577,2412204,601358,1886520,362806,292223,1171976,713
"16",0.942286060617073,0.872076480397489,0.300085476138163,0.491566956377123,0.0984949946149718,0,"baseline",813769,2409377,607512,1892514,364255,287384,1167216,691
"17",0.761514006906189,0.44403975378233,0.297427569730673,0.873056900428608,0.746386792527745,1,"baseline",863259,2408120,602871,1853680,357945,306209,1177185,717
